case_number,source,prompt,evaluation_seed,coco_id
1269,coco-30k,A motorcycle that is parked in a parking lot.,34706,555648
1270,coco-30k,Two people outside of a stone building near a red fire hydrant.,53813,168337
1271,coco-30k,A large church tower with a clock mounted on each of it's sides.,23986,132861
1272,coco-30k,A woman standing in front of a bathroom mirror taking a picture of herself.,54749,150088
1273,coco-30k,A white toilet sitting inside of a bath tub.,35754,21232
1274,coco-30k,A cook standing in a professional kitchen preparing food.,45489,91416
1275,coco-30k,"Kitchen with refrigerator, range and vent, and white colored cabinets with an oak top.",19433,27285
1276,coco-30k,A cook is in the kitchen preparing a big pot of food.,23146,143576
1277,coco-30k,"A white colored vanity area with a mirror, sink and double light on the wall above the mirror.",50819,459219
1278,coco-30k,A charming country bathroom includes a hotel style wall hung blowdryer.,61528,517548
1279,coco-30k,Motor bike taking a fast turn on a track.,64925,441841
1280,coco-30k,A man is shaving while looking in a mirror of a cluttered bathroom.,39439,191691
1281,coco-30k,A cruiser bike in line with others at a biker gathering,5639,561037
1282,coco-30k,A horse is saddled up while a cowboy checks out a hoof.,77860,561187
1283,coco-30k,A motor cycle procession down a wet street.,99316,562356
1284,coco-30k,A blue clock on the top of a stone building.,94232,145032
1285,coco-30k,a bathroom with multiple stalls with doors and toilets,42161,486008
1286,coco-30k,A young man wearing black attire and a flowered tie is standing and smiling.,90011,1146
1287,coco-30k,Indians ride tandem on a motorcycle through a busy street.,66836,411908
1288,coco-30k,A kitten eating food out of a dish on the kitchen floor.,6718,437556
1289,coco-30k,A fighter is jet flying through the clouds,64209,326582
1290,coco-30k,A Calico cat laying on the hood of a Mercedes.,62748,23272
1291,coco-30k,a bathroom with a mirror and a sink,25715,368940
1292,coco-30k,A man is in a car holding a black cat.,9514,434958
1293,coco-30k,Two people standing next to a motorcycle on a brick path.,35210,391343
1294,coco-30k,Two young men are looking at a computer screen. ,76554,232488
1295,coco-30k,Boy standing on a skate board as seen from under the board.,1896,481573
1296,coco-30k,a group of guys showing off a cow to an audience. ,18159,19157
1297,coco-30k,A bathroom with a narrow toilet and hanging towels. ,33539,50655
1298,coco-30k,The toaster adorned with a face sits atop the tiled surface.,13360,542611
1299,coco-30k,a bathroom with a toilet and a bath tub,79110,311887
1300,coco-30k,a surveillance camera attached to a building with a plane flying in the background,48921,553935
1301,coco-30k,A skier attempts to slow down on the slopes by pointing the skis toward each other.,58860,262672
1302,coco-30k,A motorcycle is on display at a convention.,19468,313948
1303,coco-30k,two dogs are at a door trying to get outside,12157,89188
1304,coco-30k,A cat is using the toilet in a white tile bathroom.,60696,264976
1305,coco-30k,A silver motorcycle with many lights parked on the street.,58116,355221
1306,coco-30k,A cat sitting on a pile of books.,86001,553698
1307,coco-30k,a bathroom with a bath tub a sink and a mirror,88890,542089
1308,coco-30k,A mini car mouse is sitting on a mousepad with the headlights on.,45467,77811
1309,coco-30k,A man and woman are riding down the street in a parade wearing patriotic hats.,69387,50713
1310,coco-30k,a black and white photo of a long bench for sitting near a building,73639,13876
1311,coco-30k,This is an image of a row of scooters,82534,165681
1312,coco-30k,a man and some people riding on a raft ,56462,63240
1313,coco-30k,A beautiful woman sitting on top of a kitchen counter.,62198,531967
1314,coco-30k,A white urinal mounted to the side of a wall.,73650,295199
1315,coco-30k,A toilet in a bathroom underneath a window.,8831,231093
1316,coco-30k,A tall brick building with a bike parked in front of it.,35165,337120
1317,coco-30k,A large passenger jet flying over a mountain.,24189,151347
1318,coco-30k,An experimental airplane flying through a  cloudy blue sky.,59577,11081
1319,coco-30k,A large passenger jet flying through a cloudy sky.,73082,212351
1320,coco-30k,A picture of a dog laying on the ground.,6840,74
1321,coco-30k,A lighted kitchen looks shiny clean and nice.,4741,562139
1322,coco-30k,A picture of a person standing by a bicycle.,68561,357737
1323,coco-30k,Stop lights are lit up in a cloudy dark sky.,74563,234697
1324,coco-30k,A cat watching water go down a sink drain,90075,435316
1325,coco-30k,A lot of people that are looking at a pool.,24333,67213
1326,coco-30k,A tiger cat sitting in a bathroom sink next to a tub.,46614,325356
1327,coco-30k,A parking lot outside of an extremely large building.,44552,343708
1328,coco-30k,A motorcycle driver sitting next to his motorcycle. ,28051,84447
1329,coco-30k,A man wearing a red jacket sitting at a desk.,73604,533548
1330,coco-30k,A clean bathroom with blue tiles on wall and counter.,9432,154420
1331,coco-30k,A kitchen with a stove top oven next to a white fridge.,165,222825
1332,coco-30k,A bathroom with a marble counter under two giant mirrors.,9370,369485
1333,coco-30k,A large white couch in a living room in front of a TV.,97626,577030
1334,coco-30k,The inside of a small building with a brown couch.,46920,543090
1335,coco-30k,Cityscape of a train stopping traffic on a street,51924,546687
1336,coco-30k,A dog is standing next to a toilet playing with tissue,76015,170893
1337,coco-30k,A clean counter top with flowers and a sink.,93207,257685
1338,coco-30k,A giraffe running across a grass covered field.,63360,126192
1339,coco-30k,A bathroom sink sitting under a large mirror.,86673,86320
1340,coco-30k,A young child eating cake with pink and white frosting on a high chair.,28662,295303
1341,coco-30k,A kitchen counter covered in metal bowls and dishes filled with food.,10243,101456
1342,coco-30k,A black and yellow bike making a turn on the track,99213,49683
1343,coco-30k,A PINK TOILET AND A PINK BATH TUB IN THE BATHROOM,6957,63882
1344,coco-30k,A black cat sits in a car and looks out.,26558,107087
1345,coco-30k,A vase filled with red flowers sitting on a counter.,99851,405526
1346,coco-30k,Man flying a colorful dragon kite in a blue sky,8455,104715
1347,coco-30k,Basket of old stuffed animals upside down in the trash. ,88571,268092
1348,coco-30k,A man sitting at a computer desk in front of a monitor.,36963,366884
1349,coco-30k,A busted up toilet sitting inside of a bath tub.,69083,342142
1350,coco-30k,A towel rack in a bathroom topped with two stuffed animals.,52341,38732
1351,coco-30k,Two wooden benches sitting on top of a lush green grass covered park.,81668,41397
1352,coco-30k,The view of a person riding a motorcycle on a paved road.,58958,455261
1353,coco-30k,A kitchen with a washing machine under the counter,9922,106392
1354,coco-30k,A small kitchen with black and wooden cabinets.,9749,337815
1355,coco-30k,A bathroom filled with a white toilet next to a sink.,17171,521587
1356,coco-30k,A bike parked next to a street in a city at night.,25200,251124
1357,coco-30k,many people on a snowy slope riding skis and snowboards,37567,276149
1358,coco-30k,A plane that is flying in the air.,25049,179311
1359,coco-30k,A person that is looking at a cake.,65379,286662
1360,coco-30k,A living room filled with furniture and a flat screen TV.,29535,520251
1361,coco-30k,A white cat sitting on the floor next to a feeding dish and a mat.,32348,479440
1362,coco-30k,Many cars parked on a city street with tall buildings in the background.,47073,555597
1363,coco-30k,A white kitchen filled with a refrigerator freezer.,4557,356533
1364,coco-30k,some horses grazing in front of a church,90908,138246
1365,coco-30k,A black and white cat sitting on top of cabinets.,86212,114726
1366,coco-30k,a man wearing black is riding a red and silver motorcycle,78361,12343
1367,coco-30k,an old photo of a castle at the end of the street,79018,235380
1368,coco-30k,A kitchen area with all white cabinets mad a white refrigerator.,57228,543525
1369,coco-30k,A small white plane sitting on top of the ocean.,62792,467966
1370,coco-30k,a white bathroom with a toilet and a roll of toilet paper,83137,262386
1371,coco-30k,A couple of women standing in a kitchen preparing food.,66274,89099
1372,coco-30k,four white urinals against a green wall with lines,61088,463459
1373,coco-30k,A street scene with a person on a motorcycle.,17667,139099
1374,coco-30k,A woman standing with a bi-wing airplane on a runway.,27532,366031
1375,coco-30k,Some roll down doors  at a building painted with graffiti.,90918,551170
1376,coco-30k,Four officer are riding motorcycles with giant letters on them.,81050,103035
1377,coco-30k,A large flock of birds fly through the sky.,85604,232455
1378,coco-30k,A church with lots of wooden pews and an illuminated crucifix on the wall.,75065,40446
1379,coco-30k,A bucket that is on top of a table.,6630,567693
1380,coco-30k,A young child plunging a toilet with a plunger.,50867,357096
1381,coco-30k,A steel toilet near a window in a very small bathroom.,19093,190227
1382,coco-30k,There are multiple pictures of the same man standing in the kitchen,6233,142386
1383,coco-30k,There is a white toilet with red tiled floors,32459,81943
1384,coco-30k,"This kitchen contains a stove with an exhaust hood, many cabinets, and a microwave.",17985,12326
1385,coco-30k,A blue double decker bus pulling into a bus station.,26291,566576
1386,coco-30k,An airplane parked on a dirty field next to a chain fence.,21795,274959
1387,coco-30k,A man on a bike wearing glasses riding indoors.,70602,484028
1388,coco-30k,A man sleeping on the end of a wooden bench.,26216,337517
1389,coco-30k,a walk in shower with a seat next to a white sink.,10059,303928
1390,coco-30k,A flat screen TV sitting on top of a step in a bathroom.,66220,162249
1391,coco-30k,"An elegant bathroom features a tub, sink, mirror, and decorations. ",16622,472621
1392,coco-30k,A young girl inhales with the intent of blowing out a candle. ,30950,60623
1393,coco-30k,Two airplane shaped kites flying through a blue sky.,25498,421307
1394,coco-30k,A table topped with dessert next to a window.,22877,360678
1395,coco-30k,A picture of a painting and a couch.,25271,74743
1396,coco-30k,A woman opening the bathroom door with the room chained off.,8393,107304
1397,coco-30k,A kitchen with a metallic refrigerator freezer next to a sink.,44351,333683
1398,coco-30k,A person that is sitting on a bench.,82758,105303
1399,coco-30k,A kitchen that is very clean in a house.,12003,280498
1400,coco-30k,A tall building on the street corner filled with traffic.,44774,237759
1401,coco-30k,A stainless steel table is in the middle of the large room.,62071,399832
1402,coco-30k,A park bench siting next to a tree next to a  park.,14001,14869
1403,coco-30k,A white toilet sitting next to a tub next to a sink,88842,246701
1404,coco-30k,A kitchen filled with furniture and a stove top oven.,15996,40414
1405,coco-30k,A sidewalk lined with parked cars next to tall buildings.,30662,94610
1406,coco-30k,A group of people sitting around a table in the kitchen.,97458,80131
1407,coco-30k,A restroom has a toilet and a decorative sun wall plaque.,6610,540763
1408,coco-30k,A group of people boarding in airplane on a runway..,69112,407146
1409,coco-30k,A small glider flying through the sky with a pilot.,75445,144114
1410,coco-30k,A man riding a motorcycle with a child on the back of it.,66191,487450
1411,coco-30k,A toilet seat with a fake foam butt on top of it.,5371,117191
1412,coco-30k,A large clock mounted to the face of a buildings entrance.,67216,500446
1413,coco-30k,A baby boy sitting on top of a toilet reading a book.,95509,431047
1414,coco-30k,A large kitchen with a center island surrounded by stools.,61994,274262
1415,coco-30k,A white cake topped with coconut on a counter.,89902,367619
1416,coco-30k,A cluster of traffic driving towards a capital building.,52801,255917
1417,coco-30k,A gray and white cat sitting in blue bowl.,44466,117891
1418,coco-30k,A bathroom with a shower covered in a curtain next to a toilet.,84994,176120
1419,coco-30k,There are a lot of trees and plants beside the house.,12159,75344
1420,coco-30k,The car is traveling down the road while the dog watches.,87649,106166
1421,coco-30k,"A white porcelain toilet with the lid down, in a bathroom.",64056,473623
1422,coco-30k,A bike parked next to a wall next to a river.,11065,205102
1423,coco-30k,"The rider, clothed in camoflague and ski boots, is sure to blend into the grassy area on his motorbike.",23551,504498
1424,coco-30k,An old photo of a small family kitchen.,61651,213765
1425,coco-30k,A service vehicle sits on a tarmac in front of a jet. ,60193,149974
1426,coco-30k,The bench at the tree offers a respite and a scenic autumnal view of a grand valley ,96296,503255
1427,coco-30k,A man poses with a yellow bicycle and a banana. ,6636,521197
1428,coco-30k,A blurry and out of focus image of a person on a bike riding in a field  towards cows in the distance.,44463,403432
1429,coco-30k,"A person with an orange blanket covering them, sleeping on a wooden park bench.",94070,30828
1430,coco-30k,older man standing in his kitchen reads book.,91354,8594
1431,coco-30k,"A  street with pedestrians, bikes, a jitney and a bus. ",1052,105647
1432,coco-30k,A cat is sitting on the hood of a car in a residential area.,62382,395290
1433,coco-30k,A group of people behind a white picket fence watching a person in the grass with a dog and small group of sheep.,2412,427133
1434,coco-30k,an airplane taking off with one waiting to take off,24140,216867
1435,coco-30k,A man stands beside his motorcycle in front of a store.,55671,150284
1436,coco-30k,a bike sitting in front of colorful signs ,7857,330098
1437,coco-30k,An aircraft is overtaken by maintenance workers as it sits on a landing.,64152,373029
1438,coco-30k,"A door opens to a bare, white bathroom. ",48013,138079
1439,coco-30k,A door open to a bathroom with the vanity showing.,14088,28790
1440,coco-30k,A woman unpacks a box in a kitchen. ,65142,34445
1441,coco-30k,Two people sit in the sand with their surf boards. ,83950,581886
1442,coco-30k,Wide shot of a kitchen and a kitchen table with a plaid tablecloth.,58690,261175
1443,coco-30k,The young man is holding a clear Frisbee.,9776,163562
1444,coco-30k,A toilet is used for outdoor decoration beside a log cabin building.,79331,224010
1445,coco-30k,Photo of a two bathroom fixtures and a vinyl shower curtain.,73421,93116
1446,coco-30k,Ladies in a kitchen laughing at the camera while one grates cheese.,2294,557339
1447,coco-30k,a person walking across the street with a traffic light above,66021,21839
1448,coco-30k,A man helps a woman sit on a bike.,17063,295403
1449,coco-30k,a large air plane on a snowy surface with a sky background,79760,217783
1450,coco-30k,"A small bathroom with a shower, sink, and two toilets.",47318,412753
1451,coco-30k,A black and white photograph of men on bicycles in a city.,70052,366111
1452,coco-30k,"A small, yet clean looking bathroom, with blue pained walls. ",84653,345224
1453,coco-30k,The top of a brick clock tower surrounded by birds.,17163,371958
1454,coco-30k,A black toilet in a tiled public bathroom stall.,76457,251065
1455,coco-30k,Some pots and pans that are in a room.,97950,577946
1456,coco-30k,A man carries a leash around his shoulders as two dogs make their way alongside.,10859,270744
1457,coco-30k,A small white room with an unmade bed that has a backpack and a pair of glasses resting on it.,6771,145651
1458,coco-30k,a man in a kitchen cutting lettuce with a knife,93222,383703
1459,coco-30k,A view of a stoplight by a street.,18768,522751
1460,coco-30k,Adults with childern walking in the rain with umbrellas.,53766,57645
1461,coco-30k,a bathroom with a sink a mirror and a toilet,99729,408859
1462,coco-30k,A lot of urinels that are in a bathroom.,64405,215812
1463,coco-30k,A motorcycle stopped on the road during nighttime in the city. ,74468,205573
1464,coco-30k,A white sink sits on a beige vanity in this uninspiring bathroom. ,48990,322783
1465,coco-30k,A smiling woman nonetheless cringes as a dog licks her ear. ,70485,555669
1466,coco-30k,An old couple is sitting down on a bench together.,55580,103855
1467,coco-30k,a motorcycle on the back of a truck with a fence in the background,91390,237626
1468,coco-30k,A white and green bathroom with sink and toilet.,3941,561563
1469,coco-30k,many bikes parked in a parking lot very close to each other,88673,480036
1470,coco-30k,a close up of a public transit train with its doors open,55912,213816
1471,coco-30k,A Delta aircraft is parked at a terminal while maintenance men attend to it.,59405,577783
1472,coco-30k,a cat laying on the floor of a kitchen,24803,103806
1473,coco-30k,A bathroom sink with toothbrush holder and soap dispenser,6736,214463
1474,coco-30k,A large elephant walking next to a man,68700,11340
1475,coco-30k,A happy man roller skiing in the mist,29448,448759
1476,coco-30k,A bathroom sink with a large mirror above it next to a doorway.,71057,413435
1477,coco-30k,A kitchen counter with a rounded edge and shelves,67543,412978
1478,coco-30k,a rustic kitchen with lots of stonework and wood accents,98911,163167
1479,coco-30k,A view from an airplane flying over a mountainous region.,47425,46432
1480,coco-30k,A man looks over a parked motorcycle that has an American flag on the back. ,61144,442136
1481,coco-30k,A man on a motorcycle with a woman on back,22753,183176
1482,coco-30k,A laptop computer sitting on a desk next to a desktop monitor.,55401,435003
1483,coco-30k,Two people setting up a market stand with jars,94157,381608
1484,coco-30k,A toilet bowl with buttons on the toilet seat,35835,435896
1485,coco-30k,A bare bathroom has a window over the toilet.,10814,576667
1486,coco-30k,A chef is in a restaurant making sushi.,61005,91353
1487,coco-30k,A group of people boarding a passenger jet up stairs.,57591,515854
1488,coco-30k,A kitchen has dark counters and wood cabinets. ,77485,544198
1489,coco-30k,A kitchen filled with plants and lots of clutter.,35426,331268
1490,coco-30k,A group of people dressed in some nice clothes,12059,519330
1491,coco-30k,Some motorcyclists getting off their street bikes at a gathering,23515,567683
1492,coco-30k,A woman cooking with a large white bot and a cooking board with meat in it in a small kitchen.,89197,389974
1493,coco-30k,"Two bikers, one in front of a building, the other in the city.",18417,79841
1494,coco-30k,A kitchen with old wooden cabinets and a stove top oven.,40628,307145
1495,coco-30k,A row of white urinals mounted to a restroom wall.,62168,109648
1496,coco-30k,An elderly person in a kitchen cooking food.,61076,281032
1497,coco-30k,A woman bending over in a living room to pet her dog.,55102,404484
1498,coco-30k,A kitchen filled with metallic appliances and a stove top.,91526,291742
1499,coco-30k,A woman with a suitcase holding a phone,68637,208517
1500,coco-30k,A group of parked motorcycles sitting on the side of a road.,81364,210982
1501,coco-30k,A bathroom sink surrounded by a stone counter top.,31689,69121
1502,coco-30k,A city bus traveling down a rod next to a stadium.,49046,425280
1503,coco-30k,"A man on a motorcycle with a passenger car attached, parked on the side of the street.",88586,359310
1504,coco-30k,An SUV with pennants and decals supporting a sports team,11974,91283
1505,coco-30k,A bathroom toilet sitting next to a counter and a roll of toilet paper.,92893,159133
1506,coco-30k,A white car parked in a parking space.,14153,265378
1507,coco-30k,A very white toilet that is in a clean room.,81282,132682
1508,coco-30k,A toilet sitting next to a bathroom counter.,19783,124300
1509,coco-30k,"The bath room is clean with brown tile, white sink and large mirror.",388,416184
1510,coco-30k,A woman is walking with a blue umbrella.,88620,501875
1511,coco-30k,The stainless steel black and aluminum toilet is opened.,65392,135972
1512,coco-30k,A mother and baby giraffe leaning against a wall,91545,567863
1513,coco-30k,A small white toilet sitting in a bathroom.,9236,8267
1514,coco-30k,A black and white cat standing in a white bathroom sink.,78745,227044
1515,coco-30k,"A bathroom with tile flooring and walls, and a white toilet.",9283,480215
1516,coco-30k,Two small airplanes parked on a lush green field.,98082,149052
1517,coco-30k,A blue motorcycle parked on a sidewalk next to a street.,55811,578099
1518,coco-30k,A white toilet sitting in a bathroom next to a sink.,90875,248231
1519,coco-30k,We are looking at the floor between the toilet and the wall.,67104,386755
1520,coco-30k,A bathroom with a white bath tub and a sink.,69017,209655
1521,coco-30k,A man popping a wheelie on a motorcycle on a street.,78648,253964
1522,coco-30k,A flat screen TV next to a fire place in a living room.,60946,22208
1523,coco-30k,A woman riding a green bike with a small white dog on the back.,50924,386968
1524,coco-30k,A computer desk with highlighted papers all over it.,91300,451053
1525,coco-30k,A man riding skis down a snow covered slope.,48327,49236
1526,coco-30k,A dinning room table sitting next to a small fireplace.,2890,302038
1527,coco-30k,A large jetliner taking off from a runway.,21137,185622
1528,coco-30k,A train traveling down train tracks in a rural area.,48836,461976
1529,coco-30k,"A kitchen shelf holds an assortment of pots, pans, and utensils.",43673,399851
1530,coco-30k,A cop riding a motorcycle next to a  white van.,71133,388677
1531,coco-30k,A row of three wall mounted urinals in a bathroom.,44126,415843
1532,coco-30k,The four urinals have a very modern design.,41687,270758
1533,coco-30k,The man is giving the young girl a ride on his motorcycle.,74544,5205
1534,coco-30k,A person standing on top of a ski covered slope.,37963,2532
1535,coco-30k,A group of people standing around at a rodeo.,58091,156071
1536,coco-30k,A girl in the bathroom tying back her hair.,80676,175052
1537,coco-30k,A kitchen filled with metal appliances and a window.,80543,127182
1538,coco-30k,A row of motorcycles parked next to each other on a lush green field.,6337,510755
1539,coco-30k,Two men riding motorcycles and ATV on a walk way.,59063,177338
1540,coco-30k,A man sitting on one of a group of motorcycles.,11100,491090
1541,coco-30k,A scene of a park with a plane in the sky in the background.,91793,293749
1542,coco-30k,a table with a white plate a sandwich and a bottle,50665,276488
1543,coco-30k,A beautiful woman with red hair sitting at a table.,43088,327436
1544,coco-30k,A white toilet with a wooden toilet seat.,10861,276836
1545,coco-30k,A row of parked motorcycles sitting in front of a tall building.,57255,356387
1546,coco-30k,A motorcycle parked on a grass covered field.,13312,183407
1547,coco-30k,A building with a tall clock tower with a green top.,90418,176374
1548,coco-30k,A woman standing in front of a kitchen sink on display.,519,33871
1549,coco-30k,Hundreds of people gathered around looking at motorcycles.,63591,92093
1550,coco-30k,a person waits by a sign for something maybe a bus,52684,437432
1551,coco-30k,A kitchen filled with white appliances and wooden cabinets.,82954,549763
1552,coco-30k,A white toilet sitting in a bathroom next to a toilet paper roller.,31366,452516
1553,coco-30k,Two NYPD motorcycles parked along a city street.,81137,302710
1554,coco-30k,A large sink next to a kitchen in a hotel room.,37492,388534
1555,coco-30k,A biplane flying over a small church with a steeple.,30842,504811
1556,coco-30k,Two men sitting next to each other on a wooden bench.,32845,130826
1557,coco-30k,A tall green building with a massive tall brown clock tower behind it.,87727,357944
1558,coco-30k,A woman talking on a banana phone with Andy Warhol.,75576,469467
1559,coco-30k,A man riding a motorcycle down the middle of a street.,66054,264961
1560,coco-30k,A crowd of people standing on top of a beach.,24040,205040
1561,coco-30k,A helicopter flying through a light blue sky.,17319,285068
1562,coco-30k,A couple of men standing next to each other at a ribbon cutting ceremony.,30638,24391
1563,coco-30k,a person sitting down in front of a couch,27644,406555
1564,coco-30k,A couple of sheep grazing on the side of a road.,70208,375783
1565,coco-30k,A young man riding a bike on top of a beach.,44364,472623
1566,coco-30k,A large passenger jet sitting on top of an airport tarmac.,71794,305480
1567,coco-30k,A aerial photo showing a tennis player ready to serve the ball.,17764,521495
1568,coco-30k,A bathroom sink sitting underneath a mirror mounted on it's wall.,66340,430420
1569,coco-30k,A church with a stain glassed window of the virgin mary.,99977,481404
1570,coco-30k,Here are motorcyclists parked outside a Polish gathering spot for women,35526,194875
1571,coco-30k,A empty living room with hard wood flooring.,74475,578485
1572,coco-30k,Two green and white jetliners sitting on top of an airport runway.,13969,165937
1573,coco-30k,Two large beds in a hotel room next to a desk.,95713,275668
1574,coco-30k,A white VW Bug with a surfboard mounted to it's roof.,83821,448243
1575,coco-30k,A person sitting on a large cement planter.,41637,130564
1576,coco-30k,Small white toilet with spare rolls of toilet paper beside it. ,23589,575946
1577,coco-30k,Small white toilet with a small window above it. ,23825,162589
1578,coco-30k,"Two men riding mopeds, one with a woman and boy riding along.",12912,506335
1579,coco-30k,People are sitting on benches that line a street.,56042,510734
1580,coco-30k,A kitchen with canisters on the neat counter ,90008,139004
1581,coco-30k,The door of a public bus with a reflection of a woman's photo in the side window of the bus.,90990,39871
1582,coco-30k,A bedroom suite with tile flooring and two lamos,88829,74458
1583,coco-30k,A young boy cuts into a cake shaped like a skateboard.,51566,25096
1584,coco-30k,A city street with a sign that says fun,72743,235491
1585,coco-30k,The black and white toilet is opened in the narrow bathroom.,59449,202748
1586,coco-30k,an image of a cat in a toilet with the water,78329,218924
1587,coco-30k,The giraffe is standing in the shade of the tree.,42471,485895
1588,coco-30k,a toilet with writing under the lid ,94944,243495
1589,coco-30k,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,9816,384850
1590,coco-30k,The people are feeding the giraffe at the zoo.,65997,22103
1591,coco-30k,The woman is sitting and looking at something on her mobile phone.  ,19810,304964
1592,coco-30k,A fighter jet is flying through a clear sky.,83021,255633
1593,coco-30k,Vet supplies laying on the floor of a room.,89739,423058
1594,coco-30k,A toilet sitting underneath a medicine cabinet in a bathroom.,61139,53505
1595,coco-30k,A shack with a  floor covered with dirt and straws.,73292,425578
1596,coco-30k,A scene from the show Mad Men and some appliances.,88132,12754
1597,coco-30k,"The bathroom has white and green tiles on the wall, and green tiles on the floor, along with a white porcelain toilette, and a white garden style tub with a shower hook up.",33809,114173
1598,coco-30k,A small white toilet sitting in a bathroom in a restroom.,62046,552454
1599,coco-30k,A kitchen filled with appliances and an open laptop.,50508,534467
1600,coco-30k,Pictures of Queen Elizbeth the second riding a horse.,14420,137803
1601,coco-30k,Artistic photograph of architecture and frost-laden trees at dawn,50375,18750
1602,coco-30k,A wooden park bench between two floral arrangements.,50887,327263
1603,coco-30k,A woman digging through the storage compartment on her moped.,30691,146667
1604,coco-30k,The giraffe eats from a reachable limb of the tree.,3601,294484
1605,coco-30k,Two adorable chubby dogs sleeping next to each other.,48635,382668
1606,coco-30k,A white toilet sitting in front of a brick wall.,14269,151670
1607,coco-30k,"A room filled with a tub, sink and toilet.",48119,207400
1608,coco-30k,A white toilet sitting on top of a wood floor in a bathroom.,29322,239082
1609,coco-30k,A group of people sitting on a wooden bench next to a  field.,6250,531707
1610,coco-30k,A small bathroom with a toilet and shower.,20824,555939
1611,coco-30k,A man riding a motorcycle while eating food.,28948,31817
1612,coco-30k,A person's reflection is shown in the bathroom mirror they are photographing.,96587,498374
1613,coco-30k,A bath tub in a small bathroom with towels hanging over it.,50689,536343
1614,coco-30k,An orange in a bowl near a puddle of water.,84869,183657
1615,coco-30k,"A bathroom scene with a toilet, sink and a suitcase.",1537,394957
1616,coco-30k,A bath room with an old fashioned looking tub.,62909,365503
1617,coco-30k,A man riding a motorcycle down a road with a POW - MIA flag.,55087,492885
1618,coco-30k,A lake filled with water and a kite flying over itl,5721,268943
1619,coco-30k,A dirty kitchen floor with soot on the tiles.,17638,65358
1620,coco-30k,A cat sitting behind a white toilet next to a rug.,79331,562289
1621,coco-30k,A man riding a horse drawn carriage on a race track.,7747,29187
1622,coco-30k,A kitchen with a bath tub sitting behind a wooden door.,86137,339943
1623,coco-30k,A bathroom with a shower and a white sink on a wooded counter.,43186,439907
1624,coco-30k,Bicycle owned by the New World Tourist Company,200,327529
1625,coco-30k,A kitchen filled with wooden cabinets and a table.,8041,117899
1626,coco-30k,A bathroom with some of the wall removed during a renovation.,54483,396304
1627,coco-30k,A orange and white cat sitting underneath a white bush.,12600,51880
1628,coco-30k,A very large airplane sitting on a runway.,75228,49014
1629,coco-30k,A young man in a sweat shirt is standing on a wooden walkway.,53933,494555
1630,coco-30k,Tomatoes sit in a black bowl next to a flower.,54855,402346
1631,coco-30k,A group of people walk around in a business area.,67763,429025
1632,coco-30k,A bathroom mirror with a chrome towel holder and faucet and a window above.,49332,92016
1633,coco-30k,A brightly lit kitchen with lots of natural light.,46800,458768
1634,coco-30k,This is a black and white photo of a girl under a pedestrian traffic signal.,53017,48674
1635,coco-30k,A motorcycle parked near a fence by a beach.,78316,18737
1636,coco-30k,A plastic dish with the food sectioned off.,6730,293044
1637,coco-30k,A brown cow stands at the edge of a roadway.,15929,148055
1638,coco-30k,A white stove top oven sitting inside of a kitchen.,50266,426133
1639,coco-30k,A kitchen filled with a wooden cabinet and a large window.,75865,45229
1640,coco-30k,A bench in a park covered in lots of snow.,73770,522554
1641,coco-30k,Friends having a drink together in the kitchen,34352,344498
1642,coco-30k,A white toilet sitting in a corner of a room.,2931,212453
1643,coco-30k,Three computers without screens sit on a desk.,50347,570782
1644,coco-30k,Three mass transit trains underneath an overpass at a train stop.,16770,538153
1645,coco-30k,Traffic jam at a busy hotel parking lot.,95102,69926
1646,coco-30k,Three motorcycles parked next to a motor home.,42654,164515
1647,coco-30k,A TOILET IS IN THE BATHROOM DOOR WAY ,89901,443281
1648,coco-30k,A living room filled with furniture and large persian rug.,41123,192616
1649,coco-30k,"A man standing with his back to a mirror, but his reflection facing him. ",43866,450357
1650,coco-30k,A gang of bikers driving down a city street.,23742,374987
1651,coco-30k,A man kneeling down on a sidewalk to hug his two dogs.,58370,361022
1652,coco-30k,An old green and brown car with chrome trim.,2861,307511
1653,coco-30k,A toilet with no seat sits in a tiny bathroom.,3845,441483
1654,coco-30k,A plane is flying above the airport terminal,26599,533805
1655,coco-30k,"Road construction and street signs in Cape Town, SA",56832,170550
1656,coco-30k,A traffic light turns green on the corner of a city street.,23513,430690
1657,coco-30k,A group of men riding dirt bikes across a grass covered field.,3077,538230
1658,coco-30k,A motorcycle in a garage-like area by the wall.,91466,343692
1659,coco-30k,A small biplane flying through a bright blue sky.,95169,51685
1660,coco-30k,A large passenger jet taking off from an airport runway.,35658,518203
1661,coco-30k,A bathroom with a walk in shower and a white bath tub.,67633,480421
1662,coco-30k,Two men wearing suits and hats are walking together.,63434,69213
1663,coco-30k,A person holding up a smart phone to take a picture.,87730,278582
1664,coco-30k,Someone is driving a cart near a single engine airplane.,60756,520324
1665,coco-30k,A LOT OF SHEEP IS IN THE GRASS WITH A SHEEP DOG,42527,357943
1666,coco-30k,A table full of many different types of food.,42844,69577
1667,coco-30k,Person driving a plated motorcycle on a track with people watching.,51831,455624
1668,coco-30k,a couple on a subway looks at each other,85826,221547
1669,coco-30k,A man riding a red motorcycle next to  buildings in front of a street.,18414,29776
1670,coco-30k,A small propeller plane sitting on top of an airport tarmac.,76097,408112
